gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx1201,64,18837,5120,5120,ck,4,0,9497.2161,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,103.99,33.23,0.0
gfx1201,64,18837,5120,13824,ck,7,0,33481.8023,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,79.64,15.65,0.0
gfx1201,64,37674,5120,5120,ck,4,0,17450.2927,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.19,34.66,0.0
gfx1201,64,37674,5120,13824,ck,4,0,47135.1164,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.14,20.74,0.0
gfx1201,64,128,6144,6144,ck,7,0,96.332,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,100.32,416.35,0.0
gfx1201,64,128,6144,18432,ck,4,0,259.6863,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,111.64,451.23,0.0
gfx1201,64,256,6144,6144,ck,4,0,158.0412,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,122.29,268.71,0.0
gfx1201,64,256,6144,18432,ck,4,0,458.8693,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,126.36,263.93,0.0
gfx1201,64,512,6144,6144,ck,4,0,307.0842,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,125.88,153.66,0.0
gfx1201,64,512,6144,18432,ck,4,0,883.4632,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,131.26,145.99,0.0
gfx1201,64,1024,6144,6144,ck,4,0,610.2103,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,126.69,92.79,0.0
gfx1201,64,1024,6144,18432,ck,4,0,1755.2894,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,132.13,82.44,0.0
gfx1201,64,1152,6144,24576,ck,7,0,3518.1861,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,98.88,54.99,0.0
gfx1201,64,1280,6144,24576,ck,4,0,3440.3481,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.36,57.6,0.0
gfx1201,64,1728,6144,18432,ck,7,0,5055.4492,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,77.42,32.9,0.0
gfx1201,64,1856,6144,24576,ck,7,0,9238.0913,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,60.67,23.75,0.0
gfx1201,64,2048,6144,6144,ck,4,0,1223.7232,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,126.35,61.69,0.0
gfx1201,64,2048,6144,18432,ck,4,0,3689.7024,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,125.72,47.74,0.0
gfx1201,64,2176,6144,24576,ck,7,0,6822.3646,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,96.32,33.89,0.0
gfx1201,64,2432,6144,24576,ck,7,0,7626.1208,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,96.31,31.56,0.0
gfx1201,64,3584,6144,24576,ck,4,0,9261.1301,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.87,30.57,0.0
gfx1201,64,4096,6144,6144,ck,4,0,2470.3971,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,125.18,45.84,0.0
gfx1201,64,4096,6144,18432,ck,4,0,7520.3987,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,123.36,31.79,0.0
gfx1201,64,4224,6144,24576,ck,7,0,13213.389,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,96.54,23.21,0.0
gfx1201,64,4608,6144,24576,ck,4,0,11927.2451,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.67,26.9,0.0
gfx1201,64,4800,6144,6144,ck,5,0,3488.2402,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,103.89,36.19,0.0
gfx1201,64,4800,6144,18432,ck,7,0,14307.2823,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,75.99,18.22,0.0
gfx1201,64,4864,6144,24576,ck,4,0,13360.286,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.94,24.72,0.0
gfx1201,64,4928,6144,24576,ck,7,0,26414.8301,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,56.34,12.59,0.0
gfx1201,64,5504,6144,24576,ck,7,0,17272.6669,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,96.23,20.49,0.0
gfx1201,64,7424,6144,24576,ck,4,0,20386.1587,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.98,20.83,0.0
gfx1201,64,8192,6144,6144,ck,4,0,4986.4265,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,124.03,37.85,0.0
gfx1201,64,8192,6144,18432,ck,4,0,15040.2325,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,123.36,24.26,0.0
gfx1201,64,8448,6144,24576,ck,4,0,23184.1938,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,110.04,19.95,0.0
gfx1201,64,9728,6144,24576,ck,4,0,25242.5705,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.38,20.19,0.0
gfx1201,64,9856,6144,24576,ck,7,0,30922.5565,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,96.25,16.63,0.0
gfx1201,64,11008,6144,24576,ck,4,0,30227.9921,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.97,18.42,0.0
gfx1201,64,16896,6144,24576,ck,4,0,43775.8962,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.56,17.68,0.0
gfx1201,64,19712,6144,24576,ck,4,0,54206.9764,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.82,16.19,0.0
gfx1201,64,22016,6144,24576,ck,4,0,57187.6476,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.26,16.83,0.0
gfx1201,64,1,9216,3072,ck,7,0,56.5402,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,1.0,501.11,0.0
gfx1201,64,333,9728,2432,ck,4,0,139.8652,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.66,221.26,0.0
gfx1201,64,666,9728,2432,ck,4,0,277.9242,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.39,137.58,0.0
gfx1201,64,2048,9728,2432,ck,4,0,824.9312,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.47,83.02,0.0
gfx1201,64,4096,9728,2432,ck,4,0,1633.9028,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,118.62,69.35,0.0
gfx1201,64,8192,9728,2432,ck,4,0,3324.4787,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.6,61.05,0.0
gfx1201,64,16,10240,3840,ck,7,0,65.9802,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,19.07,601.86,0.0
gfx1201,64,32,10240,3840,ck,7,0,68.1067,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,36.95,588.78,0.0
gfx1201,64,64,10240,3840,ck,5,0,73.4868,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,68.49,556.26,0.0
gfx1201,64,160,10240,3840,ck,4,0,127.2246,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,98.9,339.66,0.0
gfx1201,64,168,10240,3840,ck,4,0,132.7239,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,99.55,327.05,0.0
gfx1201,64,320,10240,3840,ck,4,0,235.7702,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,106.74,199.79,0.0
gfx1201,64,336,10240,3840,ck,4,0,225.6788,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.09,210.45,0.0
gfx1201,64,640,10240,3840,ck,4,0,415.9011,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,121.02,131.97,0.0
gfx1201,64,672,10240,3840,ck,4,0,451.3114,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.1,123.34,0.0
gfx1201,64,2048,10240,3840,ck,4,0,1303.5843,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,123.55,68.37,0.0
gfx1201,64,4096,10240,3840,ck,4,0,2642.9538,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,121.88,52.57,0.0
gfx1201,64,8192,10240,3840,ck,4,0,5360.9455,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.17,44.5,0.0
gfx1201,64,4,12288,3072,ck,4,0,78.0345,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,3.87,485.16,0.0
gfx1201,64,7,12288,3072,ck,4,0,79.6485,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,6.64,476.37,0.0
gfx1201,64,14,12288,3072,ck,4,0,80.3842,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,13.15,474.42,0.0
gfx1201,64,64,12288,3072,ck,7,0,74.3092,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,65.02,531.81,0.0
gfx1201,64,128,12288,3072,ck,7,0,97.3968,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,99.22,423.91,0.0
gfx1201,64,256,12288,3072,ck,4,0,163.7036,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,118.06,273.83,0.0
gfx1201,64,351,12288,3072,ck,4,0,255.919,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,103.55,185.42,0.0
gfx1201,64,353,12288,3072,ck,4,0,278.2116,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,95.79,170.76,0.0
gfx1201,64,1024,12288,3072,ck,4,0,637.7844,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,121.22,103.58,0.0
gfx1201,64,2048,12288,3072,ck,4,0,1279.7885,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.82,73.74,0.0
gfx1201,64,4096,12288,3072,ck,4,0,2582.0643,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,119.76,58.48,0.0
gfx1201,64,8192,12288,3072,ck,4,0,5207.3063,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,118.77,50.74,0.0
gfx1201,64,784,13824,5120,ck,7,0,1057.9604,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,104.9,91.18,0.0
gfx1201,64,855,13824,5120,ck,4,0,1077.7171,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.3,91.67,0.0
gfx1201,64,1568,13824,5120,ck,5,0,2129.2977,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,104.24,57.37,0.0
gfx1201,64,2673,13824,5120,ck,4,0,3298.952,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,114.7,48.01,0.0
gfx1201,64,3135,13824,5120,ck,4,0,4592.8406,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,96.63,37.78,0.0
gfx1201,64,5346,13824,5120,ck,5,0,7621.4443,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,99.29,32.27,0.0
gfx1201,64,18837,13824,5120,ck,5,0,27115.1476,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,98.34,25.37,0.0
gfx1201,64,37674,13824,5120,ck,4,0,48015.0215,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,111.07,27.18,0.0
gfx1201,64,6851,14336,3072,ck,4,0,5347.2975,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.85,48.91,0.0
gfx1201,64,7130,14336,3072,ck,4,0,5556.9201,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.01,48.66,0.0
gfx1201,64,13702,14336,3072,ck,4,0,10688.0083,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.92,44.82,0.0
gfx1201,64,14260,14336,3072,ck,4,0,11130.4583,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,112.85,44.63,0.0
gfx1201,64,27404,14336,3072,ck,4,0,21270.9809,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.48,42.97,0.0
gfx1201,64,28520,14336,3072,ck,4,0,22165.7671,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,113.33,42.83,0.0
gfx1201,64,1,15360,256,ck,7,0,8.453,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0.93,468.84,0.0
gfx1201,64,2,15360,256,ck,7,0,8.4914,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,1.85,470.37,0.0
gfx1201,64,1,18432,3072,ck,7,0,107.6069,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,1.05,526.57,0.0
gfx1201,64,128,18432,3072,ck,4,0,142.5174,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,101.71,433.17,0.0
gfx1201,64,256,18432,3072,ck,4,0,248.2515,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.78,269.27,0.0
gfx1201,64,512,18432,3072,ck,4,0,481.5084,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.42,160.06,0.0
gfx1201,64,4096,18432,3072,ck,4,0,3970.732,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.82,55.46,0.0
gfx1201,64,8192,18432,3072,ck,4,0,8024.628,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,115.61,47.83,0.0
gfx1201,64,128,24576,4096,ck,7,0,258.4631,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,99.7,415.84,0.0
gfx1201,64,256,24576,4096,ck,4,0,466.3702,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,110.51,245.07,0.0
gfx1201,64,512,24576,4096,ck,4,0,861.468,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,119.66,148.5,0.0
gfx1201,64,4096,24576,4096,ck,4,0,7076.3101,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.53,45.05,0.0
gfx1201,64,8192,24576,4096,ck,4,0,14096.2224,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.0,38.09,0.0
gfx1201,64,4224,27648,3072,ck,4,0,6952.7506,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,103.2,47.68,0.0
gfx1201,64,8448,27648,3072,ck,4,0,12855.3137,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,111.63,44.96,0.0
gfx1201,64,16896,27648,3072,ck,4,0,25093.7534,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,114.38,42.68,0.0
gfx1201,64,128,36864,6144,ck,4,0,506.9116,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,114.38,466.98,0.0
gfx1201,64,256,36864,6144,ck,4,0,921.7726,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,125.81,267.9,0.0
gfx1201,64,512,36864,6144,ck,4,0,1830.0889,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,126.73,146.11,0.0
gfx1201,64,1024,36864,6144,ck,4,0,3738.9631,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,124.06,82.45,0.0
gfx1201,64,1728,36864,6144,ck,7,0,10295.3983,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,76.03,35.41,0.0
gfx1201,64,2048,36864,6144,ck,4,0,7672.6452,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.91,50.84,0.0
gfx1201,64,4096,36864,6144,ck,4,0,15393.4378,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.53,35.97,0.0
gfx1201,64,4224,36864,4096,ck,4,0,12667.6948,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,100.7,37.87,0.0
gfx1201,64,4800,36864,6144,ck,7,0,28543.011,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,76.18,21.37,0.0
gfx1201,64,8192,36864,6144,ck,4,0,30751.1029,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.67,28.64,0.0
gfx1201,64,8448,36864,4096,ck,4,0,22899.9927,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,111.41,35.3,0.0
gfx1201,64,16896,36864,4096,ck,4,0,43555.5913,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.15,33.66,0.0
gfx1201,64,1152,55296,6144,ck,4,0,7095.3696,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,110.32,66.83,0.0
gfx1201,64,1280,55296,6144,ck,4,0,7331.4751,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,118.63,66.72,0.0
gfx1201,64,1856,55296,6144,ck,7,0,16452.2885,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,76.65,33.82,0.0
gfx1201,64,2176,55296,6144,ck,4,0,13511.4029,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.43,43.94,0.0
gfx1201,64,2432,55296,6144,ck,4,0,15125.5391,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.25,41.23,0.0
gfx1201,64,3584,55296,6144,ck,4,0,20210.72,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.49,37.51,0.0
gfx1201,64,4224,55296,6144,ck,4,0,26262.353,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.29,31.71,0.0
gfx1201,64,4608,55296,6144,ck,4,0,25949.8145,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,120.66,33.82,0.0
gfx1201,64,4864,55296,6144,ck,4,0,28174.3959,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.3,32.21,0.0
gfx1201,64,4928,55296,6144,ck,7,0,43632.2214,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,76.74,20.97,0.0
gfx1201,64,5504,55296,6144,ck,4,0,34284.2105,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,109.08,28.65,0.0
gfx1201,64,7424,55296,6144,ck,4,0,42999.1147,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.31,28.06,0.0
gfx1201,64,8448,55296,6144,ck,4,0,48947.7123,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,117.27,27.09,0.0
